azure_region,service_type,demand_units,capacity_allocated,service_availability,is_holiday,gdp_growth_rate,inflation_rate,it_sector_growth_index,year,month,quarter,day_of_week,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,rolling_7,day,forecast
Europe,Storage,244,297,99.67,0,6.49,4.25,105.6,2024,4,2,4,119.0,106.0,134.0,154.0,281.0,267.0,150.0,186.42857142857142,19,252.51161
India,Compute,100,154,99.72,0,6.49,4.25,105.6,2024,4,2,5,244.0,119.0,106.0,134.0,154.0,281.0,267.0,162.57142857142858,20,120.61135
India,Storage,285,336,99.9,0,6.49,4.25,105.6,2024,4,2,5,100.0,244.0,119.0,106.0,134.0,154.0,281.0,163.14285714285714,20,286.271
US,Compute,132,156,99.99,0,6.49,4.25,105.6,2024,4,2,5,285.0,100.0,244.0,119.0,106.0,134.0,154.0,160.0,20,117.24316
US,Storage,156,212,99.96,0,6.49,4.25,105.6,2024,4,2,5,132.0,285.0,100.0,244.0,119.0,106.0,134.0,163.14285714285714,20,172.25822
Europe,Compute,205,235,99.98,0,6.49,4.25,105.6,2024,4,2,5,156.0,132.0,285.0,100.0,244.0,119.0,106.0,177.28571428571428,20,189.34442
Europe,Storage,280,315,99.81,0,6.49,4.25,105.6,2024,4,2,5,205.0,156.0,132.0,285.0,100.0,244.0,119.0,200.28571428571428,20,277.9094
India,Compute,266,302,99.65,1,6.49,4.25,105.6,2024,4,2,6,280.0,205.0,156.0,132.0,285.0,100.0,244.0,203.42857142857142,21,270.73587
India,Storage,244,300,99.55,1,6.49,4.25,105.6,2024,4,2,6,266.0,280.0,205.0,156.0,132.0,285.0,100.0,224.0,21,256.03912
US,Compute,166,221,99.58,1,6.49,4.25,105.6,2024,4,2,6,244.0,266.0,280.0,205.0,156.0,132.0,285.0,207.0,21,179.32245
US,Storage,129,154,99.94,1,6.49,4.25,105.6,2024,4,2,6,166.0,244.0,266.0,280.0,205.0,156.0,132.0,206.57142857142858,21,116.0424
Europe,Compute,298,346,99.94,1,6.49,4.25,105.6,2024,4,2,6,129.0,166.0,244.0,266.0,280.0,205.0,156.0,226.85714285714286,21,292.31403
Europe,Storage,198,255,99.9,1,6.49,4.25,105.6,2024,4,2,6,298.0,129.0,166.0,244.0,266.0,280.0,205.0,225.85714285714286,21,214.14307
India,Compute,232,290,99.89,0,6.49,4.25,105.6,2024,4,2,0,198.0,298.0,129.0,166.0,244.0,266.0,280.0,219.0,22,249.06905
India,Storage,177,236,99.94,0,6.49,4.25,105.6,2024,4,2,0,232.0,198.0,298.0,129.0,166.0,244.0,266.0,206.28571428571428,22,193.42027
US,Compute,201,233,99.88,0,6.49,4.25,105.6,2024,4,2,0,177.0,232.0,198.0,298.0,129.0,166.0,244.0,200.14285714285714,22,192.671
US,Storage,233,272,99.62,0,6.49,4.25,105.6,2024,4,2,0,201.0,177.0,232.0,198.0,298.0,129.0,166.0,209.71428571428572,22,231.22868
Europe,Compute,139,182,99.84,0,6.49,4.25,105.6,2024,4,2,0,233.0,201.0,177.0,232.0,198.0,298.0,129.0,211.14285714285714,22,142.79333
Europe,Storage,147,201,99.88,0,6.49,4.25,105.6,2024,4,2,0,139.0,233.0,201.0,177.0,232.0,198.0,298.0,189.57142857142858,22,162.14255
India,Compute,166,214,99.71,0,6.49,4.25,105.6,2024,4,2,1,147.0,139.0,233.0,201.0,177.0,232.0,198.0,185.0,23,170.91656
India,Storage,293,329,99.79,0,6.49,4.25,105.6,2024,4,2,1,166.0,147.0,139.0,233.0,201.0,177.0,232.0,193.71428571428572,23,283.91333
US,Compute,202,254,99.87,0,6.49,4.25,105.6,2024,4,2,1,293.0,166.0,147.0,139.0,233.0,201.0,177.0,197.28571428571428,23,214.41826
US,Storage,141,176,99.96,0,6.49,4.25,105.6,2024,4,2,1,202.0,293.0,166.0,147.0,139.0,233.0,201.0,188.71428571428572,23,134.02078
Europe,Compute,101,132,99.5,0,6.49,4.25,105.6,2024,4,2,1,141.0,202.0,293.0,166.0,147.0,139.0,233.0,169.85714285714286,23,107.17627
Europe,Storage,124,175,99.85,0,6.49,4.25,105.6,2024,4,2,1,101.0,141.0,202.0,293.0,166.0,147.0,139.0,167.71428571428572,23,135.9556
India,Compute,242,285,99.83,0,6.49,4.25,105.6,2024,4,2,2,124.0,101.0,141.0,202.0,293.0,166.0,147.0,181.28571428571428,24,243.99811
India,Storage,206,242,99.5,0,6.49,4.25,105.6,2024,4,2,2,242.0,124.0,101.0,141.0,202.0,293.0,166.0,187.0,24,203.74544
US,Compute,253,291,99.52,0,6.49,4.25,105.6,2024,4,2,2,206.0,242.0,124.0,101.0,141.0,202.0,293.0,181.28571428571428,24,248.65416
US,Storage,107,152,99.85,0,6.49,4.25,105.6,2024,4,2,2,253.0,206.0,242.0,124.0,101.0,141.0,202.0,167.71428571428572,24,118.86968
Europe,Compute,169,192,99.88,0,6.49,4.25,105.6,2024,4,2,2,107.0,253.0,206.0,242.0,124.0,101.0,141.0,171.71428571428572,24,152.73898
Europe,Storage,135,192,99.85,0,6.49,4.25,105.6,2024,4,2,2,169.0,107.0,253.0,206.0,242.0,124.0,101.0,176.57142857142858,24,152.9731
India,Compute,181,207,99.55,0,6.49,4.25,105.6,2024,4,2,3,135.0,169.0,107.0,253.0,206.0,242.0,124.0,184.71428571428572,25,166.4756
India,Storage,176,226,99.87,0,6.49,4.25,105.6,2024,4,2,3,181.0,135.0,169.0,107.0,253.0,206.0,242.0,175.28571428571428,25,184.89197
US,Compute,144,194,99.56,0,6.49,4.25,105.6,2024,4,2,3,176.0,181.0,135.0,169.0,107.0,253.0,206.0,166.42857142857142,25,154.30692
US,Storage,150,188,99.54,0,6.49,4.25,105.6,2024,4,2,3,144.0,176.0,181.0,135.0,169.0,107.0,253.0,151.71428571428572,25,148.81615
Europe,Compute,269,326,99.76,0,6.49,4.25,105.6,2024,4,2,3,150.0,144.0,176.0,181.0,135.0,169.0,107.0,174.85714285714286,25,281.84695
Europe,Storage,124,146,99.61,0,6.49,4.25,105.6,2024,4,2,3,269.0,150.0,144.0,176.0,181.0,135.0,169.0,168.42857142857142,25,112.83162
India,Compute,142,187,99.76,0,6.49,4.25,105.6,2024,4,2,4,124.0,269.0,150.0,144.0,176.0,181.0,135.0,169.42857142857142,26,146.22461
India,Storage,138,197,99.72,0,6.49,4.25,105.6,2024,4,2,4,142.0,124.0,269.0,150.0,144.0,176.0,181.0,163.28571428571428,26,155.15569
US,Compute,239,271,99.74,0,6.49,4.25,105.6,2024,4,2,4,138.0,142.0,124.0,269.0,150.0,144.0,176.0,172.28571428571428,26,229.77649
US,Storage,269,323,99.68,0,6.49,4.25,105.6,2024,4,2,4,239.0,138.0,142.0,124.0,269.0,150.0,144.0,190.14285714285714,26,284.42743
Europe,Compute,169,216,99.68,0,6.49,4.25,105.6,2024,4,2,4,269.0,239.0,138.0,142.0,124.0,269.0,150.0,192.85714285714286,26,172.23865
Europe,Storage,127,171,99.84,0,6.49,4.25,105.6,2024,4,2,4,169.0,269.0,239.0,138.0,142.0,124.0,269.0,172.57142857142858,26,134.25256
India,Compute,227,251,99.99,0,6.49,4.25,105.6,2024,4,2,5,127.0,169.0,269.0,239.0,138.0,142.0,124.0,187.28571428571428,27,210.78531
India,Storage,100,141,99.76,0,6.49,4.25,105.6,2024,4,2,5,227.0,127.0,169.0,269.0,239.0,138.0,142.0,181.28571428571428,27,110.705574
US,Compute,144,185,99.78,0,6.49,4.25,105.6,2024,4,2,5,100.0,227.0,127.0,169.0,269.0,239.0,138.0,182.14285714285714,27,144.44975
US,Storage,216,239,99.79,0,6.49,4.25,105.6,2024,4,2,5,144.0,100.0,227.0,127.0,169.0,269.0,239.0,178.85714285714286,27,198.01494
Europe,Compute,204,229,99.64,0,6.49,4.25,105.6,2024,4,2,5,216.0,144.0,100.0,227.0,127.0,169.0,269.0,169.57142857142858,27,191.28387
Europe,Storage,191,214,99.93,0,6.49,4.25,105.6,2024,4,2,5,204.0,216.0,144.0,100.0,227.0,127.0,169.0,172.71428571428572,27,169.83212
India,Compute,208,264,99.7,1,6.49,4.25,105.6,2024,4,2,6,191.0,204.0,216.0,144.0,100.0,227.0,127.0,184.28571428571428,28,222.38547
India,Storage,188,208,99.62,1,6.49,4.25,105.6,2024,4,2,6,208.0,191.0,204.0,216.0,144.0,100.0,227.0,178.71428571428572,28,168.6967
US,Compute,299,343,99.94,1,6.49,4.25,105.6,2024,4,2,6,188.0,208.0,191.0,204.0,216.0,144.0,100.0,207.14285714285714,28,291.4452
US,Storage,152,195,99.98,1,6.49,4.25,105.6,2024,4,2,6,299.0,188.0,208.0,191.0,204.0,216.0,144.0,208.28571428571428,28,159.82686
Europe,Compute,184,221,99.86,1,6.49,4.25,105.6,2024,4,2,6,152.0,299.0,188.0,208.0,191.0,204.0,216.0,203.71428571428572,28,175.77902
Europe,Storage,152,189,99.7,1,6.49,4.25,105.6,2024,4,2,6,184.0,152.0,299.0,188.0,208.0,191.0,204.0,196.28571428571428,28,146.36496
India,Compute,230,257,99.62,0,6.49,4.25,105.6,2024,4,2,0,152.0,184.0,152.0,299.0,188.0,208.0,191.0,201.85714285714286,29,219.1877
India,Storage,277,311,99.87,0,6.49,4.25,105.6,2024,4,2,0,230.0,152.0,184.0,152.0,299.0,188.0,208.0,211.71428571428572,29,266.8372
US,Compute,105,148,99.67,0,6.49,4.25,105.6,2024,4,2,0,277.0,230.0,152.0,184.0,152.0,299.0,188.0,199.85714285714286,29,116.837616
US,Storage,198,247,99.58,0,6.49,4.25,105.6,2024,4,2,0,105.0,277.0,230.0,152.0,184.0,152.0,299.0,185.42857142857142,29,208.4523
Europe,Compute,157,186,99.79,0,6.49,4.25,105.6,2024,4,2,0,198.0,105.0,277.0,230.0,152.0,184.0,152.0,186.14285714285714,29,147.36137
Europe,Storage,128,173,99.72,0,6.49,4.25,105.6,2024,4,2,0,157.0,198.0,105.0,277.0,230.0,152.0,184.0,178.14285714285714,29,137.9358
India,Compute,131,163,99.95,0,6.49,4.25,105.6,2024,4,2,1,128.0,157.0,198.0,105.0,277.0,230.0,152.0,175.14285714285714,30,117.76596
India,Storage,146,205,99.65,0,6.49,4.25,105.6,2024,4,2,1,131.0,128.0,157.0,198.0,105.0,277.0,230.0,163.14285714285714,30,162.84337
US,Compute,194,251,99.69,0,6.49,4.25,105.6,2024,4,2,1,146.0,131.0,128.0,157.0,198.0,105.0,277.0,151.28571428571428,30,208.73265
US,Storage,200,221,99.84,0,6.49,4.25,105.6,2024,4,2,1,194.0,146.0,131.0,128.0,157.0,198.0,105.0,164.85714285714286,30,176.07487
Europe,Compute,250,291,99.92,0,6.49,4.25,105.6,2024,4,2,1,200.0,194.0,146.0,131.0,128.0,157.0,198.0,172.28571428571428,30,247.61151
Europe,Storage,282,302,99.55,0,6.49,4.25,105.6,2024,4,2,1,250.0,200.0,194.0,146.0,131.0,128.0,157.0,190.14285714285714,30,264.27866
India,Compute,173,218,99.96,0,6.14,3.74,119.09,2024,5,2,2,282.0,250.0,200.0,194.0,146.0,131.0,128.0,196.57142857142858,1,171.79596
India,Storage,275,328,99.85,0,6.14,3.74,119.09,2024,5,2,2,173.0,282.0,250.0,200.0,194.0,146.0,131.0,217.14285714285714,1,282.83975
US,Compute,248,272,99.74,0,6.14,3.74,119.09,2024,5,2,2,275.0,173.0,282.0,250.0,200.0,194.0,146.0,231.71428571428572,1,233.08476
US,Storage,253,293,99.62,0,6.14,3.74,119.09,2024,5,2,2,248.0,275.0,173.0,282.0,250.0,200.0,194.0,240.14285714285714,1,252.70842
Europe,Compute,259,301,99.73,0,6.14,3.74,119.09,2024,5,2,2,253.0,248.0,275.0,173.0,282.0,250.0,200.0,248.57142857142858,1,265.41464
Europe,Storage,244,298,99.65,0,6.14,3.74,119.09,2024,5,2,2,259.0,253.0,248.0,275.0,173.0,282.0,250.0,247.71428571428572,1,259.55426
India,Compute,102,148,99.68,0,6.14,3.74,119.09,2024,5,2,3,244.0,259.0,253.0,248.0,275.0,173.0,282.0,222.0,2,115.23202
India,Storage,120,163,99.56,0,6.14,3.74,119.09,2024,5,2,3,102.0,244.0,259.0,253.0,248.0,275.0,173.0,214.42857142857142,2,120.54793
US,Compute,131,169,99.91,0,6.14,3.74,119.09,2024,5,2,3,120.0,102.0,244.0,259.0,253.0,248.0,275.0,193.85714285714286,2,127.728516
US,Storage,159,179,99.99,0,6.14,3.74,119.09,2024,5,2,3,131.0,120.0,102.0,244.0,259.0,253.0,248.0,181.14285714285714,2,140.64748
Europe,Compute,149,178,99.63,0,6.14,3.74,119.09,2024,5,2,3,159.0,131.0,120.0,102.0,244.0,259.0,253.0,166.28571428571428,2,136.32867
Europe,Storage,239,270,99.6,0,6.14,3.74,119.09,2024,5,2,3,149.0,159.0,131.0,120.0,102.0,244.0,259.0,163.42857142857142,2,224.62326
India,Compute,172,222,99.56,0,6.14,3.74,119.09,2024,5,2,4,239.0,149.0,159.0,131.0,120.0,102.0,244.0,153.14285714285714,3,176.4585
India,Storage,266,323,99.51,0,6.14,3.74,119.09,2024,5,2,4,172.0,239.0,149.0,159.0,131.0,120.0,102.0,176.57142857142858,3,282.1064
US,Compute,179,218,99.72,0,6.14,3.74,119.09,2024,5,2,4,266.0,172.0,239.0,149.0,159.0,131.0,120.0,185.0,3,173.37413
US,Storage,111,138,99.86,0,6.14,3.74,119.09,2024,5,2,4,179.0,266.0,172.0,239.0,149.0,159.0,131.0,182.14285714285714,3,109.43515
Europe,Compute,184,206,99.98,0,6.14,3.74,119.09,2024,5,2,4,111.0,179.0,266.0,172.0,239.0,149.0,159.0,185.71428571428572,3,163.50066
Europe,Storage,183,221,99.95,0,6.14,3.74,119.09,2024,5,2,4,184.0,111.0,179.0,266.0,172.0,239.0,149.0,190.57142857142858,3,175.48367
India,Compute,139,178,99.81,0,6.14,3.74,119.09,2024,5,2,5,183.0,184.0,111.0,179.0,266.0,172.0,239.0,176.28571428571428,4,138.09467
India,Storage,242,277,99.86,0,6.14,3.74,119.09,2024,5,2,5,139.0,183.0,184.0,111.0,179.0,266.0,172.0,186.28571428571428,4,235.18779
US,Compute,263,284,99.6,0,6.14,3.74,119.09,2024,5,2,5,242.0,139.0,183.0,184.0,111.0,179.0,266.0,185.85714285714286,4,245.54222
US,Storage,282,339,99.75,0,6.14,3.74,119.09,2024,5,2,5,263.0,242.0,139.0,183.0,184.0,111.0,179.0,200.57142857142858,4,287.17093
Europe,Compute,127,186,99.63,0,6.14,3.74,119.09,2024,5,2,5,282.0,263.0,242.0,139.0,183.0,184.0,111.0,202.85714285714286,4,145.59686
Europe,Storage,136,163,99.54,0,6.14,3.74,119.09,2024,5,2,5,127.0,282.0,263.0,242.0,139.0,183.0,184.0,196.0,4,119.43299
India,Compute,255,285,99.71,1,6.14,3.74,119.09,2024,5,2,6,136.0,127.0,282.0,263.0,242.0,139.0,183.0,206.28571428571428,5,246.81323
India,Storage,198,252,99.52,1,6.14,3.74,119.09,2024,5,2,6,255.0,136.0,127.0,282.0,263.0,242.0,139.0,214.71428571428572,5,216.1282
US,Compute,247,280,99.63,1,6.14,3.74,119.09,2024,5,2,6,198.0,255.0,136.0,127.0,282.0,263.0,242.0,215.42857142857142,5,241.5694
US,Storage,257,313,99.7,1,6.14,3.74,119.09,2024,5,2,6,247.0,198.0,255.0,136.0,127.0,282.0,263.0,214.57142857142858,5,277.7281
Europe,Compute,214,243,99.89,1,6.14,3.74,119.09,2024,5,2,6,257.0,247.0,198.0,255.0,136.0,127.0,282.0,204.85714285714286,5,203.25299
Europe,Storage,247,278,99.54,1,6.14,3.74,119.09,2024,5,2,6,214.0,257.0,247.0,198.0,255.0,136.0,127.0,222.0,5,236.295
India,Compute,264,285,99.78,0,6.14,3.74,119.09,2024,5,2,0,247.0,214.0,257.0,247.0,198.0,255.0,136.0,240.28571428571428,6,247.57823
India,Storage,176,207,99.7,0,6.14,3.74,119.09,2024,5,2,0,264.0,247.0,214.0,257.0,247.0,198.0,255.0,229.0,6,169.42249
US,Compute,157,191,99.53,0,6.14,3.74,119.09,2024,5,2,0,176.0,264.0,247.0,214.0,257.0,247.0,198.0,223.14285714285714,6,153.42067
US,Storage,171,220,99.8,0,6.14,3.74,119.09,2024,5,2,0,157.0,176.0,264.0,247.0,214.0,257.0,247.0,212.28571428571428,6,175.43797
Europe,Compute,252,291,99.57,0,6.14,3.74,119.09,2024,5,2,0,171.0,157.0,176.0,264.0,247.0,214.0,257.0,211.57142857142858,6,252.8449
Europe,Storage,120,177,99.87,0,6.14,3.74,119.09,2024,5,2,0,252.0,171.0,157.0,176.0,264.0,247.0,214.0,198.14285714285714,6,136.80936
India,Compute,122,168,99.97,0,6.14,3.74,119.09,2024,5,2,1,120.0,252.0,171.0,157.0,176.0,264.0,247.0,180.28571428571428,7,122.61008
India,Storage,191,232,99.58,0,6.14,3.74,119.09,2024,5,2,1,122.0,120.0,252.0,171.0,157.0,176.0,264.0,169.85714285714286,7,192.61848
US,Compute,120,157,99.66,0,6.14,3.74,119.09,2024,5,2,1,191.0,122.0,120.0,252.0,171.0,157.0,176.0,161.85714285714286,7,116.33149
US,Storage,214,268,99.64,0,6.14,3.74,119.09,2024,5,2,1,120.0,191.0,122.0,120.0,252.0,171.0,157.0,170.0,7,230.55899
Europe,Compute,232,258,99.57,0,6.14,3.74,119.09,2024,5,2,1,214.0,120.0,191.0,122.0,120.0,252.0,171.0,178.71428571428572,7,218.71767
Europe,Storage,165,196,99.76,0,6.14,3.74,119.09,2024,5,2,1,232.0,214.0,120.0,191.0,122.0,120.0,252.0,166.28571428571428,7,156.58975
India,Compute,188,222,99.86,0,6.14,3.74,119.09,2024,5,2,2,165.0,232.0,214.0,120.0,191.0,122.0,120.0,176.0,8,179.48349
India,Storage,250,309,99.69,0,6.14,3.74,119.09,2024,5,2,2,188.0,165.0,232.0,214.0,120.0,191.0,122.0,194.28571428571428,8,270.59213
US,Compute,237,257,99.85,0,6.14,3.74,119.09,2024,5,2,2,250.0,188.0,165.0,232.0,214.0,120.0,191.0,200.85714285714286,8,215.65146
US,Storage,249,303,99.95,0,6.14,3.74,119.09,2024,5,2,2,237.0,250.0,188.0,165.0,232.0,214.0,120.0,219.28571428571428,8,264.26892
Europe,Compute,249,275,99.94,0,6.14,3.74,119.09,2024,5,2,2,249.0,237.0,250.0,188.0,165.0,232.0,214.0,224.28571428571428,8,234.16344
Europe,Storage,189,226,99.95,0,6.14,3.74,119.09,2024,5,2,2,249.0,249.0,237.0,250.0,188.0,165.0,232.0,218.14285714285714,8,185.36023
India,Compute,164,215,99.53,0,6.14,3.74,119.09,2024,5,2,3,189.0,249.0,249.0,237.0,250.0,188.0,165.0,218.0,9,174.8216
India,Storage,108,152,99.94,0,6.14,3.74,119.09,2024,5,2,3,164.0,189.0,249.0,249.0,237.0,250.0,188.0,206.57142857142858,9,117.87353
US,Compute,128,168,99.56,0,6.14,3.74,119.09,2024,5,2,3,108.0,164.0,189.0,249.0,249.0,237.0,250.0,189.14285714285714,9,124.73048
US,Storage,231,253,99.79,0,6.14,3.74,119.09,2024,5,2,3,128.0,108.0,164.0,189.0,249.0,249.0,237.0,188.28571428571428,9,210.99426
Europe,Compute,185,244,99.68,0,6.14,3.74,119.09,2024,5,2,3,231.0,128.0,108.0,164.0,189.0,249.0,249.0,179.14285714285714,9,202.58043
Europe,Storage,241,267,99.7,0,6.14,3.74,119.09,2024,5,2,3,185.0,231.0,128.0,108.0,164.0,189.0,249.0,178.0,9,229.43184
India,Compute,262,284,99.73,0,6.14,3.74,119.09,2024,5,2,4,241.0,185.0,231.0,128.0,108.0,164.0,189.0,188.42857142857142,10,246.77629
India,Storage,138,177,99.93,0,6.14,3.74,119.09,2024,5,2,4,262.0,241.0,185.0,231.0,128.0,108.0,164.0,184.71428571428572,10,136.76923
US,Compute,282,327,99.96,0,6.14,3.74,119.09,2024,5,2,4,138.0,262.0,241.0,185.0,231.0,128.0,108.0,209.57142857142858,10,283.87952
US,Storage,218,265,99.98,0,6.14,3.74,119.09,2024,5,2,4,282.0,138.0,262.0,241.0,185.0,231.0,128.0,222.42857142857142,10,226.48396
Europe,Compute,177,205,99.92,0,6.14,3.74,119.09,2024,5,2,4,218.0,282.0,138.0,262.0,241.0,185.0,231.0,214.71428571428572,10,166.60794
Europe,Storage,263,286,99.92,0,6.14,3.74,119.09,2024,5,2,4,177.0,218.0,282.0,138.0,262.0,241.0,185.0,225.85714285714286,10,245.49593
India,Compute,277,335,99.77,0,6.14,3.74,119.09,2024,5,2,5,263.0,177.0,218.0,282.0,138.0,262.0,241.0,231.0,11,291.9466
India,Storage,118,145,99.64,0,6.14,3.74,119.09,2024,5,2,5,277.0,263.0,177.0,218.0,282.0,138.0,262.0,210.42857142857142,11,112.294624
US,Compute,295,330,99.63,0,6.14,3.74,119.09,2024,5,2,5,118.0,277.0,263.0,177.0,218.0,282.0,138.0,232.85714285714286,11,286.47388
US,Storage,105,142,99.6,0,6.14,3.74,119.09,2024,5,2,5,295.0,118.0,277.0,263.0,177.0,218.0,282.0,207.57142857142858,11,109.01408
Europe,Compute,293,334,99.79,0,6.14,3.74,119.09,2024,5,2,5,105.0,295.0,118.0,277.0,263.0,177.0,218.0,218.28571428571428,11,285.6409
Europe,Storage,149,179,99.91,0,6.14,3.74,119.09,2024,5,2,5,293.0,105.0,295.0,118.0,277.0,263.0,177.0,214.28571428571428,11,137.7036
India,Compute,213,260,99.96,1,6.14,3.74,119.09,2024,5,2,6,149.0,293.0,105.0,295.0,118.0,277.0,263.0,207.14285714285714,12,218.77405
India,Storage,295,345,99.52,1,6.14,3.74,119.09,2024,5,2,6,213.0,149.0,293.0,105.0,295.0,118.0,277.0,209.71428571428572,12,290.2746
US,Compute,161,193,99.88,1,6.14,3.74,119.09,2024,5,2,6,295.0,213.0,149.0,293.0,105.0,295.0,118.0,215.85714285714286,12,155.50224
US,Storage,246,273,99.5,1,6.14,3.74,119.09,2024,5,2,6,161.0,295.0,213.0,149.0,293.0,105.0,295.0,208.85714285714286,12,235.71872
Europe,Compute,272,298,99.7,1,6.14,3.74,119.09,2024,5,2,6,246.0,161.0,295.0,213.0,149.0,293.0,105.0,232.71428571428572,12,258.21756
Europe,Storage,270,327,99.72,1,6.14,3.74,119.09,2024,5,2,6,272.0,246.0,161.0,295.0,213.0,149.0,293.0,229.42857142857142,12,284.17096
India,Compute,178,235,99.85,0,6.14,3.74,119.09,2024,5,2,0,270.0,272.0,246.0,161.0,295.0,213.0,149.0,233.57142857142858,13,192.01161
India,Storage,276,301,99.81,0,6.14,3.74,119.09,2024,5,2,0,178.0,270.0,272.0,246.0,161.0,295.0,213.0,242.57142857142858,13,264.71637
US,Compute,150,198,99.79,0,6.14,3.74,119.09,2024,5,2,0,276.0,178.0,270.0,272.0,246.0,161.0,295.0,221.85714285714286,13,158.7182
US,Storage,244,285,99.94,0,6.14,3.74,119.09,2024,5,2,0,150.0,276.0,178.0,270.0,272.0,246.0,161.0,233.71428571428572,13,246.27509
Europe,Compute,107,152,99.83,0,6.14,3.74,119.09,2024,5,2,0,244.0,150.0,276.0,178.0,270.0,272.0,246.0,213.85714285714286,13,116.09487
Europe,Storage,120,168,99.6,0,6.14,3.74,119.09,2024,5,2,0,107.0,244.0,150.0,276.0,178.0,270.0,272.0,192.14285714285714,13,124.99951
India,Compute,276,334,99.96,0,6.14,3.74,119.09,2024,5,2,1,120.0,107.0,244.0,150.0,276.0,178.0,270.0,193.0,14,287.97437
India,Storage,158,202,99.52,0,6.14,3.74,119.09,2024,5,2,1,276.0,120.0,107.0,244.0,150.0,276.0,178.0,190.14285714285714,14,162.53711
US,Compute,131,167,99.98,0,6.14,3.74,119.09,2024,5,2,1,158.0,276.0,120.0,107.0,244.0,150.0,276.0,169.42857142857142,14,125.819664
US,Storage,262,300,99.66,0,6.14,3.74,119.09,2024,5,2,1,131.0,158.0,276.0,120.0,107.0,244.0,150.0,185.42857142857142,14,259.0756
Europe,Compute,248,305,99.85,0,6.14,3.74,119.09,2024,5,2,1,262.0,131.0,158.0,276.0,120.0,107.0,244.0,186.0,14,264.84158
Europe,Storage,154,213,99.58,0,6.14,3.74,119.09,2024,5,2,1,248.0,262.0,131.0,158.0,276.0,120.0,107.0,192.71428571428572,14,170.84436
India,Compute,182,214,99.98,0,6.14,3.74,119.09,2024,5,2,2,154.0,248.0,262.0,131.0,158.0,276.0,120.0,201.57142857142858,15,172.69272
India,Storage,249,281,99.73,0,6.14,3.74,119.09,2024,5,2,2,182.0,154.0,248.0,262.0,131.0,158.0,276.0,197.71428571428572,15,245.39883
US,Compute,252,279,99.55,0,6.14,3.74,119.09,2024,5,2,2,249.0,182.0,154.0,248.0,262.0,131.0,158.0,211.14285714285714,15,237.6052
US,Storage,187,242,99.68,0,6.14,3.74,119.09,2024,5,2,2,252.0,249.0,182.0,154.0,248.0,262.0,131.0,219.14285714285714,15,201.97668
Europe,Compute,122,164,99.91,0,6.14,3.74,119.09,2024,5,2,2,187.0,252.0,249.0,182.0,154.0,248.0,262.0,199.14285714285714,15,119.23113
Europe,Storage,293,335,99.87,0,6.14,3.74,119.09,2024,5,2,2,122.0,187.0,252.0,249.0,182.0,154.0,248.0,205.57142857142858,15,287.34845
India,Compute,202,237,99.68,0,6.14,3.74,119.09,2024,5,2,3,293.0,122.0,187.0,252.0,249.0,182.0,154.0,212.42857142857142,16,200.12033
India,Storage,117,159,99.62,0,6.14,3.74,119.09,2024,5,2,3,202.0,293.0,122.0,187.0,252.0,249.0,182.0,203.14285714285714,16,114.77233
US,Compute,116,160,99.66,0,6.14,3.74,119.09,2024,5,2,3,117.0,202.0,293.0,122.0,187.0,252.0,249.0,184.14285714285714,16,116.69877
US,Storage,212,247,99.67,0,6.14,3.74,119.09,2024,5,2,3,116.0,117.0,202.0,293.0,122.0,187.0,252.0,178.42857142857142,16,211.14632
Europe,Compute,117,158,99.59,0,6.14,3.74,119.09,2024,5,2,3,212.0,116.0,117.0,202.0,293.0,122.0,187.0,168.42857142857142,16,117.99919
Europe,Storage,111,168,99.67,0,6.14,3.74,119.09,2024,5,2,3,117.0,212.0,116.0,117.0,202.0,293.0,122.0,166.85714285714286,16,126.44687
India,Compute,138,170,99.61,0,6.14,3.74,119.09,2024,5,2,4,111.0,117.0,212.0,116.0,117.0,202.0,293.0,144.71428571428572,17,129.10986
India,Storage,211,260,99.82,0,6.14,3.74,119.09,2024,5,2,4,138.0,111.0,117.0,212.0,116.0,117.0,202.0,146.0,17,214.08633
US,Compute,140,160,99.61,0,6.14,3.74,119.09,2024,5,2,4,211.0,138.0,111.0,117.0,212.0,116.0,117.0,149.28571428571428,17,120.249756
US,Storage,108,162,99.56,0,6.14,3.74,119.09,2024,5,2,4,140.0,211.0,138.0,111.0,117.0,212.0,116.0,148.14285714285714,17,118.69326
Europe,Compute,102,154,99.97,0,6.14,3.74,119.09,2024,5,2,4,108.0,140.0,211.0,138.0,111.0,117.0,212.0,132.42857142857142,17,119.105545
Europe,Storage,150,188,99.77,0,6.14,3.74,119.09,2024,5,2,4,102.0,108.0,140.0,211.0,138.0,111.0,117.0,137.14285714285714,17,146.8816
India,Compute,149,173,99.71,0,6.14,3.74,119.09,2024,5,2,5,150.0,102.0,108.0,140.0,211.0,138.0,111.0,142.57142857142858,18,137.28171
India,Storage,269,308,99.55,0,6.14,3.74,119.09,2024,5,2,5,149.0,150.0,102.0,108.0,140.0,211.0,138.0,161.28571428571428,18,271.33197
US,Compute,133,153,99.54,0,6.14,3.74,119.09,2024,5,2,5,269.0,149.0,150.0,102.0,108.0,140.0,211.0,150.14285714285714,18,116.16017
US,Storage,270,294,99.61,0,6.14,3.74,119.09,2024,5,2,5,133.0,269.0,149.0,150.0,102.0,108.0,140.0,168.71428571428572,18,248.57584
